Company Name,Customer ID,Extension,Phone Number,Phone Type
"Schott Family Farms","1989381","","319-648-4006","Fax"
"Schuyler Coop","2757289","Bob Speich","402-352-2554","Mobile"
"Schwartz Finishing Leigh","1989441","","402-487-2813","Mill"
"Schwartz Finishing Leigh","1989441","","402-487-8203","Office"
"Schwartz Finishing Leigh","1989441","","402-487-2212","Fax"
"Schwartz Finishing Leigh","1989441","","402-487-2292","Office"
"Schwartz Finishing Leigh","1989441","","402-487-2517","Office"
"Scott Birkey","2010335","","309-449-6678","Office"
"Scott Leystras","1989578","","519-312-1715","Office"
"Scoular Company","2891201","","402-449-1484","Office"
"Scova Dairy","1989579","","403-358-8492","Office"
"Scratch And Peck Feeds","1989580","","360-318-7585","Office"
"Scratch And Peck Feeds","1989580","","360-639-6238","Mill"
"Seaboard Foods","2005473","","806-435-5935","Office"
"Seaboard Foods","2005473","","806-435-2356","Office"
"Seaboard Foods","2005473","","806-435-2901","Mill"
"Select Milling","1989581","3","507-527-2000","Office"
"Select Milling","1989581","","507-527-8510","Fax"
"Select Milling","1989581","2","507-527-2000","Mill"
"Seville Colony","1989582","","406-336-2450","Fax"
"Seville Colony","1989582","","406-336-2430","Office"
"Seville Colony","1989582","709","406-336-2455","Mill"
"Shady Lane Colony","1989583","","780-557-9902","Fax"
"Shady Lane Colony","1989583","","780-694-2686","Office"
"Shady Lane Colony","1989583","","780-694-3005","Mill"
"Shamrock Colony","1989584","","605-352-5886","Fax"
"Shamrock Colony","1989584","","605-350-5558","Office"
"Shamrock Colony","1989584","","605-350-5775","Mill"
"Shannon Colony","1989585","","605-485-2244","Office"
"Shannon Colony","1989585","","605-485-2288","Fax"
"Shannon Colony","1989585","","605-770-5244","Mill"
"Shelter Valley Land And Cattle","2159064","","780-806-6107","Office"
"Sieren Pork","1989587","","641-636-3174","Fax"
"Sieren Pork","1989587","","319-330-2566","Mobile"
"Sieren Pork","1989587","","641-636-3174","Office"
"Sierra Colony","2249731","709","306-295-3321","Mill"
"Sierra Colony","2249731","724 Willie","306-295-3321","Office"
"Simplot Lennon","2799922","Derek","986-200-5915","Mobile"
"Simplot Rayville","2976346","","318.728.7367","Office"
"Sinamco Trading LLC","1989588","","308-247-2601","Office"
"Sinamco Trading LLC","1989588","","308-247-2174","Mill"
"Sinclair Elevator","2008260","","319-347-2459","Fax"
"Sinclair Elevator","2008260","","319-346-1955","Office"
"Sinclair Elevator","2008260","","319-346-1740","Mill"
"Sinclair Elevator","2008260","","319-346-1954","Office"
"Sinke Farms LTD","1989589","","403-634-8050","Home"
"Sinke Farms LTD","1989589","","403-329-3841","Fax"
"Sinke Farms LTD","1989589","","403-381-3927","Office"
"Skyland Grain","2644531","","620-298-2011","Office"
"Smith Quality Eggs","1989590","","315-677-9216","Office"
"Smolek L And G Inc. ","1989591","","574-278-7127","Office"
"Smolek L And G Inc. ","1989591","","574-278-7127","Fax"
"Smolek L And G Inc. ","1989591","Tony's Cel","574-870-3015","Mill"
"Smolek L And G Inc. ","1989591","","574-278-6353","Office"
"Son D Farms","1989592","","507-483-2245","Office"
"Son D Farms","1989592","","507-483-2070","Fax"
"Soulstone Poultry","2005526","","519-323-7854","Office"
"Souris River Colony","2010451","","204-769-2110","Fax"
"Souris River Colony","2010451","432","204-769-2148","Office"
"South Central FS Sullivan","2672552","","217-728-2540","Office"
"South Dakota State University - Central Feed Department","2010307","","605-693-3529","Office"
"South Dakota State University - Central Feed Department","2010307","","605-688-5437 Veronica","Mill"
"Southern Pines Brewing","2124134","","910-365-9925","Office"
"Southland Colony","2352733","","306-784-2603","Office"
"Southwest Transfer","2029521","","612-221-2799","Office"
"Spillville Feed Mill","1989594","","563-562-3158","Office"
"Spink Colony","2940602","254","605-472-0940 ","Mill"
"Split Rock Creek Mill","2154817","","507-348-8623","Office"
"Spring Creek Colony Forbes","1989595","","605-358-6112","Office"
"Spring Creek Colony Forbes","1989595","","605-358-6117","Fax"
"Spring Valley Colony Alberta","1989598","","403-915-3700","Mill"
"Spring Valley Colony Alberta","1989598","","403-758-3881","Fax"
"Spring Valley Colony Alberta","1989598","","403-915-3702","Office"
"Spring Valley Colony Alberta","1989598","","403-758-3889","Office"
"Spring Water Colony - Canada","1989603","","309-948-1736","Fax"
"Spring Water Colony - Canada","1989603","","309-948-1738","Mill"
"Spring Water Colony - Canada","1989603","","309-948-2466","Office"
"Springer Family Foods LLC Box Farm Feed Mill","1989601","","620-331-2008","Fax"
"Springer Family Foods LLC Box Farm Feed Mill","1989601","","620-331-0185","Office"
"Springer Family Foods LLC Valley Feed Mill","1989602","","620-331-0185","Office"
"Springer Family Foods LLC Valley Feed Mill","1989602","","620-331-2008","Fax"
"Springfield Colony","2249491","","306-460-8448","Office"
"Springside Colony","2005464","709","403-378-4734","Office"
"Springside Colony","2005464","","403-378-4038","Fax"
"Springvale Colony","2846683","","403-533-2105","Office"
"Springvale Colony","2846683","","403-533-2200","Office"
"Springwater Colony Chicken Barn","2008238","701","406-632-5512","Mill"
"Springwater Colony Chicken Barn","2008238","","406-632-4783","Office"
"Springwater Colony Chicken Barn","2008238","","406-632-4773","Office"
"Springwater Colony Hog Barn","2008239","","406-632-5881","Office"
"Springwater Colony Hog Barn","2008239","","406-632-4773","Office"
"Springwater Colony Hog Barn","2008239","704","406-632-5512","Mill"
"Springwater Colony Hog Barn","2008239","","406-632-4783","Office"
"Spronk Brothers Farms","1989604","","507-442-3957","Fax"
"Spronk Brothers Farms","1989604","","507-442-3552","Fax"
"Spronk Brothers Farms","1989604","","507-442-5711","Office"
"Stagecoach Trail Organics","2495924","","815-900-9996","Office"
"Stan's Inc.","2187359","","605-849-3582","Office"
"Standard Dairy Consultants","2864021","","208-324-3866","Office"
"Standard Nutrition","1989401","","712-852-8520","Office"
"Standard Nutrition","1989401","","712-298-2288","Mill"
"Standard Nutrition","1989401","","712-852-4811","Fax"
"Standard Nutrition","1989401","","712-852-2712","Office"
"Star Blends","2178729","204","608-269-1515 ","Office"
"Star Blends","2178729","","608-269-0697","Fax"
"Starlite Colony","1989606","","204-738-2229","Fax"
"Starlite Colony","1989606","250","204-735-2229","Office"
"State of Virginia DOT","2647569","","410-276-4466","Office"
"Stateline Cooperative Halfa","2004997","","712-866-2673","Mill"
"Stateline Cooperative Halfa","2004997","","712-866-2670","Mill"
"Stateline Cooperative Halfa","2004997","5","712-866-2671","Mill"
"Steinbach Feeds LTD","1989608","","204-326-3454","Office"
"Steinbach Feeds LTD","1989608","","204-326-9700","Fax"
"Steve Madden","2967217","","712-260-3118","Mobile"
"Stevens Feed Mill","2757106","","570-837-3606","Office"
"Stiebrs Farms","2093100","","360-458-3333","Office"
"Stover Milling","2502341","","573-377-2611","Office"
"Strawn Pork LLC - CLOSED","1989425","","815-688-3206","Mill"
"Strawn Pork LLC - CLOSED","1989425","","815-688-3335","Office"
"Strawn Pork LLC - CLOSED","1989425","","815-688-3344","Fax"
"Stribling Hog Farm","1989610","","217-476-3877","Office"
"Stribling Hog Farm","1989610","","217-370-1280","Mill"
"Stumpy Hill Farms","1989611","","618-302-0085","Mill"
"Stumpy Hill Farms","1989611","","618-445-2151","Office"
"Stumpy Hill Farms","1989611","","618-445-3224","Fax"
"Sturgis Brewing","2542566","","605-490-3194","Office"
"Summerland Colony","2352728","","587-417-2338","Office"
"Sunrise Ag Cooperative","2029576","","320-468-6433","Office"
"Sunset Feeders LTD","1989612","","403-634-4258","Office"
"Superior Ag Feed Mill","2951546","","812-482-6445","Office"
"Swinford And Franz Farms","1989613","","765-665-3888","Office"
"Synergy Agri Group Inc. ","1989614","","902-542-7810","Office"
"Synergy Agri Group Inc. ","1989614","","902-542-2733","Mill"
"Synergy Agri Group Inc. ","1989614","","902-542-2691","Fax"
"Synergy Agri Group Inc. ","1989614","","902-542-2733","Office"
"Synergy Feeds South Whitley","1989615","","260-723-5141","Office"
"Talbot Elevator","1989617","","519-773-2165","Office"
"Talbot Elevator","1989617","","519-773-2165","Mill"
"Tama Benton Coop","2929302","","319-476-3666","Office"
"Tannerite Sports LLC","2338127","","541-744-1406","Office"
"Taurus Natural Inc. ","1989618","","403-653-4495","Office"
"Taurus Natural Inc. ","1989618","","403-653-4990","Fax"
"Taurus Natural Inc. ","1989618","","403-653-4496","Office"
"The Andersons Denison","2218110","","712-263-2896","Office"
"Thomas Livestock Company Inc. Broken Bow (Old Mill)","1989620","","308-872-2020","Office"
"Thomas Livestock Company Inc. Broken Bow (Old Mill)","1989620","","308-643-2715","Mill"
"Thomas Livestock Company Inc. Broken Bow (Old Mill)","1989620","","308-872-2200","Fax"
"Thomas Livestock Company Inc. Merna (New Mill)","1989621","","308-872-2020","Office"
"Thomas Livestock Company Inc. Merna (New Mill)","1989621","","308-872-2200","Fax"
"Thomas Livestock Company Inc. Merna (New Mill)","1989621","","308-643-2715","Mill"
"Thompson Farms","2174166","","937-382-4072","Mill"
"Thompson Farms","2174166","","937-382-4072","Office"
"Thompson Pearl Valley Egg","1989622","","815-443-2206","Office"
"Thompson Pearl Valley Egg","1989622","","815-242-7650","Office"
"Thompson Pearl Valley Egg","1989622","","815-443-2324","Fax"
"Tier One Nutritionals","2042458","","608-222-0608","Office"
"Tim Janzen","2040207","","507-822-3054","Office"
"Tim Steuber Pork","1989623","","507-436-5678","Fax"
"Tim Steuber Pork","1989623","","507-235-3288","Office"
"Tim Steuber Pork","1989623","","507-236-4293 Tim's cell","Mill"
"Tlam Farms","1989625","","507-695-2971","Office"
"Tlam Farms","1989625","","507-840-1171","Mill"
"Tlam Farms","1989625","","507-695-2368","Office"
"TMI","2010331","","615-594-8487","Fax"
"TMI","2010331","","618-594-2125","Office"
"Toelle Farms","1989626","","320-695-2511","Office"
"Toelle Farms","1989626","","320-695-2558","Fax"
"Tom Menchhofer","2010427","","812-756-0163 Tom","Mill"
"Tom Menchhofer","2010427","","812-756-1810 Melissa","Office"
"Tom Ritz","1989554","","616-899-2922","Office"
"Tom Ritz","1989554","","616-299-3678","Mill"
"Tom Scheider","1989256","","815-238-8683 (Tom cell)","Mill"
"Tom Scheider","1989256","","815-868-2449","Office"
"Transagra","2206901","","712-229-7709","Office"
"Treaty Mill","2917376","Damon","765-546-3342","Mobile"
"Trelleborg Applied Technologies","2755269","120","419-536-5741","Office"
"Triple G Farms","1992610","","515-835-2161","Mobile"
"Triple J Farms Sonora","1989224","","209-532-4950","Office"
"Triple J Farms Sonora","1989224","","209-536-0947","Fax"
"Triple P Farms","1992611","","204-346-3535","Office"
"Trotter Fertilizer And Propane","2728585","","308-728-7747","Office"
"Trouw Nutrition - CLOSED","1989333","","505-504-2221","Mill"
"Trouw Nutrition - CLOSED","1989333","","403-783-6037","Office"
"Trouw Nutrition - CLOSED","1989333","","403-783-3999","Fax"
"Tuente Farms","1992612","","419-582-2030","Fax"
"Tuente Farms","1992612","","419-582-2030","Office"
"Tuente Farms","1992612","","419-582-2056","Mill"
"Turf Care Supply","2856208","","423.637.9570","Office"
"Tuscarora Processors","2005371","","717-535-5100","Office"
"Twilight Colony","1992613","","587-647-0371","Office"
"Twilight Colony","1992613","709","780-837-8120","Mill"
"Twilight Colony","1992613","","780-837-8120","Office"
"Twin Hills Colony Chicken Mill","1992614","7","406-205-0045","Office"
"Twin Hills Colony Chicken Mill","1992614","","406-734-5350","Fax"
"Twin Hills Colony Hog Feed Mill","2747465","","406-734-5350","Fax"
"Twin Hills Colony Hog Feed Mill","2747465","311","406-205-0045","Mill"
"Twin Hills Colony Hog Feed Mill","2747465","214","406-205-0045","Office"
"Two Rivers Cooperative","1992616","","641-780-0154","Mill"
"Two Rivers Cooperative","1992616","","641-628-4609","Office"
"Two Rivers Cooperative","1992616","","641-628-4168","Office"
"Two Rivers Cooperative","1992616","","800-223-5512","Office"
"Union Mills","2010574","","503-829-2386 Heather","Mobile"
"Union Mills","2010574","","503-888-8129 Jay","Office"
"United Animal Health Sheridan","1989383","","765-296-3964","Office"
"United Farmers Cooperative Klossner","1992617","","507-359-2920","Fax"
"United Farmers Cooperative Klossner","1992617","","507-359-2970","Office"
"United Farmers Cooperative Le Sueur","2509690","Leon","507-276-4114","Mobile"
"United Farmers Cooperative Le Sueur","2509690","","507-232-5481","Office"
"United Feed Cooperative, Inc. Okeechobee","1992621","","863-763-2145","Mill"
"United Feed Cooperative, Inc. Okeechobee","1992621","","863-763-7334","Fax"
"United Feed Cooperative, Inc. Okeechobee","1992621","","863-763-2146","Office"
"United Feed Cooperative, Inc. Okeechobee","1992621","","863-763-2145","Office"
"University of Illinois","2010517","","217-244-3170","Office"
"Upland Colony","2188637","","605-770-7240 Kenneth's Cell","Mobile"
"Urban Family Brewing","2154715","","206-946-8533","Office"
"Ursa Farmers Coop","2757497","","217-964-2111","Office"
"Uthof Ag","1989415","","402-632-1716","Office"
"Valley Feed And Seed","2323532","","712-476-2723","Office"
"Valley Feed Company","2002296","","540-886-4394","Fax"
"Valley Feed Company","2002296","","540-886-2311","Office"
"Valley Feeds Mill","2968186","","785-854-7867","Office"
"Valley Hay","2222251","","541-915-5067","Office"
"Valley Nutrition","1992622","","604-302-7746","Mill"
"Valley Nutrition","1992622","","877-546-4583","Fax"
"Valley View Milling LLC","1992624","","785-336-5355","Office"
"Valley View Milling LLC","1992624","","785-858-4778","Fax"
"Valley View Milling LLC","1992624","","785-336-5456","Mill"
"Van Boekel Holdings","1992625","","519-462-2283","Fax"
"Van Boekel Holdings","1992625","","519-469-9187","Office"
"Van Schepdael Farms","2010456","","204-482-5453","Office"
"Van Schepdael Farms","2010456","","204-482-8916","Fax"
"Van Schepdael Farms","2010456","","204-785-3177 Danny cell","Mill"
"Van Sluys Dairy Solutions","1992626","","403-892-8891","Office"
"Vanden Dool Farms","1992627","","403-732-5272","Fax"
"Vanden Dool Farms","1992627","","403-732-4736","Office"
"Vanden Dool Farms","1992627","","403-308-7979 Mike's cell","Mill"
"Vaske Hog Farm","1992628","","515-885-2059","Office"
"Vaubel Farms, Inc.","2010458","","507-524-4675","Office"
"Vaubel Farms, Inc.","2010458","","507-524-3793","Mill"
"Veldhuizen Farms","1992630","","605-695-1446 Brad's cell","Mill"
"Veldhuizen Farms","1992630","","507-442-3663","Office"
"Veldkamp Farms","1992632","","507-227-8408","Mill"
"Veldkamp Farms","1992632","","507-348-4799","Office"
"Verkuyl Farms","1992633","","519-536-1881","Office"
"Vermeer Dairy LTD","1992631","","780-375-2122","Office"
"Viking Colony","1992634","","780-36-4972","Office"
"Viking Colony","1992634","","780-336-5474 Benny","Mill"
"Vir-Clar Grain LLC","2126982","","920-923-2189","Office"
"VitaGold Brands Mill 1","2178472","","760-745-3211","Office"
"VitaGold Brands Mill 1","2178472","","760-745-3318","Fax"
"VitaGold Brands Mill 2","1992636","","760-745-3318","Fax"
"VitaGold Brands Mill 2","1992636","","760-745-3211","Office"
"Vontalge Farms","2004358","","563-927-4656","Office"
"Wakarusa Nutritional","1992638","","574-862-2085","Fax"
"Wakarusa Nutritional","1992638","","574-862-1166","Mill"
"Wakarusa Nutritional","1992638","","574-862-1166","Office"
"Wallace Pork Systems New Mill","1992641","","574-278-7151","Mill"
"Wallace Pork Systems New Mill","1992641","","574-278-7151","Office"
"Wallace Pork Systems New Mill","1992641","","574-278-7164","Fax"
"Wallace Pork Systems Old Mill","1992642","","574-278-7802","Mill"
"Wallace Pork Systems Old Mill","1992642","","574-946-6338","Office"
"Wallace Pork Systems Old Mill","1992642","","765-432-5577","Fax"
"Walnut Hill Feeds","1992640","","419-342-2942","Office"
"Warburg Colony","1992643","","780-898-9798 Frank cell","Office"
"Ward And Van Scoy","1992644","","607-687-2713","Office"
"Ward And Van Scoy","1992644","","607-687-2713","Fax"
"Watje Feed Service Inc. ","1992646","","507-692-3333","Fax"
"Watje Feed Service Inc. ","1992646","","507-692-2267","Office"
"Waukon Feed Ranch","1992647","","563-568-6902","Fax"
"Waukon Feed Ranch","1992647","","563-568-6039","Office"
"Waukon Feed Ranch","1992647","","563-568-3540","Office"
"Waukon Feed Ranch","1992647","","563-568-4472","Office"
"Waukon Feed Ranch","1992647","","563-568-3909","Mill"
"Wayne County Feed ","1992615","","402-585-4848","Office"
"Wayne County Feed ","1992615","","402-585-4867","Mill"
"Weeks Farms Inc. ","1992648","","910-892-3930","Office"
"Welsh Family Organic Farm","2324787","Claytons c","563-419-3815","Mobile"
"Weltzien Turkey Farms","1992650","","608-792-9467","Office"
"Wen Mar Farms","1992651","","740-545-9699","Office"
"Wen Mar Farms","1992651","","740-545-9669","Office"
"Wenger Feeds Benton","1989416","","570-925-5555","Fax"
"Wenger Feeds Benton","1989416","","570-925-6200","Office"
"Wenger Feeds Shippensburg","2631025","","717-449-1779","Office"
"Wenning Poultry","1992652","","419-375-4781","Office"
"Wenning Poultry","1992652","","419-733-8017","Mill"
"Westrum Farms","2003026","","815-756-7272","Fax"
"Westrum Farms","2003026","","515-838-2592","Office"
"Westrum Farms","2003026","","515-835-2083","Mill"
"Westside Partners ","1989076","","507-483-2468","Office"
"Westwood Colony","2751136","","605-448-5077","Office"
"Wheatland Colony","2795717","","306-587-2458","Office"
"White Gold Mills","2350525","","870-343-5030","Office"
"White Oak Farms Partnership","2010463","","765-795-3615","Office"
"White Oak Farms Partnership","2010463","","317-403-8893 Joe cell","Mill"
"White Oak Farms Partnership","2010463","","765-795-3684","Fax"
"White Rock Colony ","1992654","468","605-537-4873","Mill"
"White Rock Colony ","1992654","","605-537-4871","Office"
"White Rock Colony ","1992654","","605-537-4897","Fax"
"Whitewater Milling LLC","1992655","","507-523-2753","Office"
"Whitewater Milling LLC","1992655","","507-523-3582","Mill"
"Whittemore Feeders Supply","1989575","","515-884-2662","Office"
"Whittemore Feeders Supply","1989575","","515-884-2267","Office"
"Whittemore Feeders Supply","1989575","","515-200-4082","Mill"
"Wicked Weed Brewing","2188392","","314-749-6684","Office"
"Wilbur Ellis Dalhart TX","2785220","","605-251-8704","Mobile"
"Wilbur Ellis Moses Lake","2912835","","509-765-9157","Office"
"Wilbur Ellis St. Joe MO","2856209","","530-329-9619","Office"
"Wilbur Ellis Woodland CA","2821195","","989-529-6501","Office"
"Wilcox Family Farms","1992656","","Scott (IT) - 360-239-4241","Mobile"
"Wilcox Family Farms","1992656","","360-458-7774","Office"
"Wilcox Family Farms","1992656","","360-458-6907","Mill"
"Willamette Egg Farms Canby","1989473","","503-651-2095","Fax"
"Willamette Egg Farms Canby","1989473","","503-829-6881","Mill"
"Willamette Egg Farms Canby","1989473","","800-824-2587","Office"
"Willamette Egg Farms Moses Lake","1989474","","503-651-6979","Mill"
"Willamette Egg Farms Moses Lake","1989474","","503-651-6970","Office"
"Willow Creek ","1994171","","989-838-2689","Fax"
"Willow Creek ","1994171","","989-330-5459 Sarah cell","Mill"
"Willow Creek ","1994171","","989-838-2272","Office"
"Willow Creek Colony","2573155","","403-625-2978","Office"
"Willow Mills Ltd","2889993","","306-291-4938","Mill"
"Windmill Farms USA Inc.  CLOSED","1994173","","507-848-3961","Office"
"Windmill Farms USA Inc.  CLOSED","1994173","","507-236-2621","Mill"
"Winnifred Colony","2912374","","403-832-2184","Office"
"Wintering Hills Colony","1994174","","403-787-2207","Fax"
"Wintering Hills Colony","1994174","","403-325-0471","Mill"
"Wintering Hills Colony","1994174","","403-787-2260","Office"
"Wolf L And G Farms","1994176","","608-723-5115","Fax"
"Wolf L And G Farms","1994176","","608-723-7541","Office"
"Wolf L And G Farms","1994176","","608-778-0806","Mill"
"Woody's Performance Horse Feeds","1994177","","701-225-1308","Fax"
"Woody's Performance Horse Feeds","1994177","","701-290-8002","Office"
"Woody's Performance Horse Feeds","1994177","","701-225-5161","Mill"
"Wortman Farms","2010466","","402-358-5212","Office"
"Wortman Farms","2010466","","402-358-5212","Fax"
"Wortman Farms","2010466","","402-358-3539","Mill"
"Wykville Farms Limited","2957451","","519-955-6008","Office"
"Yorktown Organic Feed Afton","1994178","","815-438-2543","Mill"
"Yorktown Organic Feed Tampico","1994179","","815-438-2543","Office"
"Yorktown Organic Feed Tampico","1994179","","815-438-2544","Office"
"Zimmerman Brothers Feed And Grain","2010470","","815-657-8311","Office"
"Zimmerman Brothers Feed And Grain","2010470","","815-657-8316","Fax"
