Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry,Fax,Other Phones,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Shipping Street,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Shipping Country
,Petaluma Farms,2010400,1/12/2026 12:00 PM,,Feed,707-763-4106,Mill (707-763-1585);Office (707-763-0921),700 Cavanaugh Lane,Petaluma,CA,94952,USA,700 Cavanaugh Lane,Petaluma,CA,94952,USA
,Century Nutrition Inc,2040728,2/1/2026 12:00 PM,,Feed,,,,,,,,201 Jacobs Ave,Ida Grove,IA,51445,USA
,Ag Pack Westville,1989349,2/1/2026 12:00 PM,,Feed,,Office (918-723-4158),Kansas City RR & Cherokee Street,Westville,OK,74965,USA,Kansas City RR & Cherokee Street,Westville,OK,74965,USA
,Elk Creek Colony,1989252,3/8/2026 12:00 PM,,Feed,406-562-3400,Mill (406-231-0680);Office (406-562-3537),2011 Allen Road,Augusta,MT,59410,USA,2011 Allen Road,Augusta,MT,59410,USA
,LSC Environmental Products ,2969528,,,Feed,,,,,,,,811 Price Place,Lenoir,NC,28645,USA
,American Freedom Distillery,2970058,,,Brewery,,,,,,,,795 Slate Branch Rd,Somerset,KY,42503,USA
,Casella Waste Systems,2379830,,,Feed,,Office (602-682-2285),2205 E Wyatt Earp,Dodge City,KS,67801,USA,73 Reynolds Road,Unity,ME,04988,USA
,Agrow Solutions,2971780,,,Agronomy-Liquid,,,1601 Ol Wawawai Road,Pullman,WA,99163,USA,1601 Ol Wawawai Road,Pullman,WA,99163,USA
,Intermat LLC,2971782,,,Agronomy-Dry,,,,,,,,,,,,
,Schmitz Grain,2640887,,,Grain,,,285 Broadway Ave,Lake Wilson,MN,56151,USA,285 Broadway Ave,Lake Wilson,MN,56151,USA
,Fersan Jamaica,2986280,,,Agronomy-Dry,,,,,,,,,,,,
,Dennis Magnussen,2581977,,,Feed,605-368-2411,Office (507-437-1626),89529 290th Street,Austin,MN,55912,USA,89529 290th Street,Austin,MN,55912,USA
,Cal Maine Foods Broadway,2986348,,,Feed,,,1052 Highland Colony Parkway Ste 200,Ridgeland,MS,39157,USA,110 Goodsprings Road,Asbury,NJ,08886,USA
,Goran's Mill,2961477,,,Feed,,,,,,,,9000 37th St SE,Willmar,MN,56201,USA
,Terpstra Farms Ltd,2986382,,,Feed,,,44423 Newry Road,Brussels,ON,N0G 1H0,Canada,42415 Morris Road,Brussels,ON,N0F 1H0,Canada
,Fairview Colony,1989259,8/11/2025 12:00 PM,,Feed,701-883-4407,Mill (701-830-0640);Office (701-883-5800),9644 74th Street NE,LaMoure,ND,58458,USA,9644 74th Street NE,LaMoure,ND,58458,USA
,Central Valley Ag Ainsworth (CVA),1989260,8/4/2025 12:00 PM,,Feed,402-382-3210,Office (402-387-2811);Mill (402-387-2810),224 South Main Street,Ainsworth,NE,69210,USA,224 South Main Street,Ainsworth,NE,69210,USA
,Integra Farms LTD,1989375,8/1/2025 12:00 PM,,Feed,,Mill (204-346-4203);Office (204-346-4203),SE 12 6 6 e,Steinbach,MB,R5G 1N4,Canada,SE 12 6 6 e,Steinbach,MB,R5G 1N4,Canada
,Spring Water Colony - Canada,1989603,,,Feed,309-948-1736,Mill (309-948-1738);Office (309-948-2466),Box 38,Ruthilda,SK,S0K 3S0,Canada,Box 38,Ruthilda,SK,S0K 3S0,Canada
,Son D Farms,1989592,10/6/2025 12:00 PM,,Feed,507-483-2070,Office (507-483-2245),25751 State Hwy 91,Adrian,MN,56110,USA,25751 State Hwy 91,Adrian,MN,56110,USA
,Jack Pine Farms LLC,1992623,3/8/2026 12:00 PM,,Feed,,Office (616-895-7063),PO Box 220,Carthage,IL,62321,USA,5701 North Maple Island Rd,Walkerville,MI,49459,USA
,Mid Iowa Milling Old Mill,1989408,9/3/2025 12:00 PM,,Feed,563-875-7218,Office (563-875-2446),2998 197th Street,Earlville,IA,52041,USA,2998 197th Street,Earlville,IA,52041,USA
,Daybreak Foods Grant Park,1989410,12/13/2025 12:00 PM,,Feed,815-465-2577,Office (269-672-7266);Mill (815-465-6425),533 E Tyranena Park Rd,Lake Mills,WI,53551,USA,9998 N 16000 E Road,Grant Park ,IL,60940,USA
,Lakeview Hutterian Brethren Inc. ,1989421,8/4/2025 12:00 PM,,Feed,,Office (065-487-9577),28748 386th Ave,Lake Andes,SD,57356-6730,USA,28748 386th Ave,Lake Andes,SD,57356-6730,USA
,Long And Hufford,1989434,7/15/2025 12:00 PM,,Feed,765-296-2961,Office (765-296-2500);Mill (765-296-2500),8434 N 750 W,Rossville,IN,46065,USA,8434 N 750 W,Rossville,IN,46065,USA
,Luyks Farms,1989436,,,Feed,,Office (519-769-2171);Mill (519-878-1404),35682 Scotch Line,Port Stanley,ON,N5L 1J1,Canada,35682 Scotch Line,Port Stanley,ON,N5L 1J1,Canada
,Majestic Milling,1989439,5/1/2026 12:00 PM,,Feed,,Mill (417-847-6247),PO Box 280,Cassville,MO,65625,USA,13164 FR 1005,Exeter,MO,65647,USA
,Fertisa Ecuador,2750494,8/15/2026 12:00 PM,,Agronomy-Dry,,,,,,,,Av. Juan Bosco S/N y Av. Carchi,Guayaquil,Guayas,,Ecuador
,Stumpy Hill Farms,1989611,9/25/2025 12:00 PM,,Feed,618-445-3224,Mill (618-302-0085);Office (618-445-2151),499 County Road 400 North,Albion ,IL,62806,USA,533 County Road 400 North,Albion,IL,62806,USA
,Twin Hills Colony Chicken Mill,1992614,4/19/2026 12:00 PM,,Feed,406-734-5350,Office (406-205-0045),4177 Beaver Slide Road,Carter,MT,59420,USA,4177 Beaver Slide Road,Carter,MT,59420,USA
,Veldhuizen Farms,1992630,3/2/2026 12:00 PM,,Feed,,Mill (605-695-1446 Brad's cell);Office (507-442-3663),1557 81st Street,Edgerton,MN,56128,USA,1557 81st Street,Edgerton,MN,56128,USA
,JBC Farms,2005096,9/27/2025 12:00 PM,,Feed,,Office (406-423-5810);Office (406-423-5808),Box 169,Hobson,MT,54542,USA,342 Sale Barn Drive,Hobson,MT,54542,USA
,Albert Lea Elevator,2005129,7/15/2025 12:00 PM,,Feed,,Office (507-373-3133);Office (507-373-3173),PO Box 1122,Albert Lea,MN,56007,USA,1301 W 9th Street,Albert Lea,MN,56007,USA
,Bickett Farms,2010334,4/11/2026 12:00 PM,,Feed,270-525-9182,Office (270-525-3721);Mill (270-499-3767 Troy cell),10391 State Route 175 N,Central City,KY,42330,USA,10391 State Route 175 N,Central City,KY,42330,USA
,Central Farm Service Freeborn (CFS),2010339,1/4/2026 12:00 PM,,Feed,507-863-2377,Mill (800-658-2483);Office (507-863-2191),PO Box 68,Truman,MN,56088,USA,101 4th Ave,Freeborn,MN,56032,USA
,Van Schepdael Farms,2010456,,,Feed,204-482-8916,Office (204-482-5453);Mill (204-785-3177 Danny cell),"Box 4, Group 18 RR1",East Selkirk,MB,R0E 0M0,Canada,81133 Road 34 E,East Selkirk,MB,R0E 0M0,Canada
,Stiebrs Farms,2093100,7/27/2025 12:00 PM,,Feed,,Office (360-458-3333),10909 Bald Hill Road SE,Yelm,WA,98597,USA,10909 Bald Hill Road SE,Yelm,WA,98597,USA
,Porky's Nutrition,2106417,,,Feed,,,,,,,,71881 Goshen Line,Zurich,ON,N0M 2T0,Canada
,HK Farms,2131412,,,Feed,641-753-6965,Mill (641-485-0758);Office (641-474-2878),2544 200th Street,Washington,IA,52353,USA,2544 200th Street,Washington,IA,52353,USA
,AgriLand FS Oskaloosa,2134787,8/30/2025 12:00 PM,,Feed,,Office (641-673-5976),421 N 10th Street,Winterset,IA,50273,USA,3205 Highway 23 South,Oskaloosa,IA,52577,USA
,Disagro Honduras,2151972,,,Agronomy-Dry,,Office (504-2564-6800);Mill (504-3356-1072),"FERTILIZANTES DEL NORTE S.A. DE C.V.05019995109062LOS CASTANOS, 1-13 CALLE, 1 AVENIDA",Sand Pedro Sula,,,Honduras,"FERTILIZANTES DEL NORTE S.A. DE C.V.05019995109062LOS CASTANOS, 1-13 CALLE, 1 AVENIDA",Sand Pedro Sula,,,Honduras
,Shelter Valley Land And Cattle,2159064,,,Cattle,,Office (780-806-6107),,,,,,Box 131,Czar,AB,T0B 0Z0,Canada
,Far-Gaze Farms,2159065,,,Feed,,Office (507-645-5625),,,,,,10180 90th Street East,Northfield,MN,55057,USA
,Farmers Union Cooperative Manchester,2171205,6/22/2026 12:00 PM,,Feed,,Office (563-927-6050),919 E Main St,Manchester,IA,52057,USA,919 E Main St,Manchester,IA,52057,USA
,River Valley Cooperative Galva,2180533,9/26/2025 12:00 PM,,Feed,,Office (563-452-3805);Mill (309-932-2081),210 SW 6th Ave,Galva,IL,61434,USA,210 SW 6th Ave,Galva,IL,61434,USA
,The Andersons Seymour IN,2186682,,,Agronomy-Dry,,,,,,,,101 Agrico Lane,Seymour,IN,47274,USA
,Legacy Coop Mirage Flats,2218533,,,Feed,,Office (308-487-3325);Mill (308-760-8693 ),1012 Laramie,Hemingford,NE,69348,USA,4496 State Highway 87,Hay Springs,NE,69347,USA
,Flagler Coop,2476911,8/9/2025 12:00 PM,,Feed,,Office (719-765-4416),221 E 2nd Street,Flagler,CO,80815,USA,221 E 2nd Street,Flagler,CO,80815,USA
,Mid-GA Farm Services,2495899,11/19/2025 12:00 PM,,Feed,,Office (478-472-7847),1799 Mennonite Church Road,Montezuma,GA,31063,USA,1799 Mennonite Church Road,Montezuma,GA,31063,USA
,Stagecoach Trail Organics,2495924,4/2/2026 12:00 PM,,Feed,,Office (815-900-9996),5280 Backbone Road,Tampico,IL,61283,USA,21397 Illinois 40,Sheffield,IL,61361,USA
,Cal Maine Foods Clarksville,2522428,6/1/2026 12:00 PM,,Feed,,Office (931-485-2087),3320 Woodrow Wilson Drive,Jackson,MS,39209,USA,550 Port Royal Road,Clarksville,TN,37040,USA
,Concord Colony,2665451,9/24/2025 12:00 PM,concordchicken.com,Feed,,Mill (204-344-5840),Box 940,Stony Mountain,MB,R0C 3A0,Canada,74065 Blackdale Rd,Stony Mountain, MB,R0C 3A0,Canada
,Heartland Cooperative Earlham,2734062,9/1/2025 12:00 PM,,Feed,,Office (641-792-5169);Mill (515-517-3017),3785 Highway 14 North,Newton,IA,50208,USA,345 SW 2nd Street,Earlham,IA,50072,USA
,Midland Colony,2748703,8/9/2025 12:00 PM,,Feed,,Office (587-800-4138),,,,,,Range Rd 151,Purple Springs,AB,T0K 1X0,Canada
,Cal Maine Foods Chase,2890282,6/1/2026 12:00 PM,,Feed,,Office (620-938-2300),"1052 Highland Colony Parkway, Ste 200",Ridgeland,KS,39157,USA,1100 6th Road,Chase,KS,67524,USA
,Bourdeau Brothers,2891511,10/13/2025 12:00 PM,,Feed,,Office (802-933-2277),25 Severance Road,Sheldon,VT,05483,USA,25 Severance Road,Sheldon,VT,05483,USA
,Norder Supply Aurora,2976209,4/3/2026 12:00 PM,,Agronomy-Liquid,,Office (402.353.6175);Office (402.604.0218),PO Box 10,Bruning,NE,68322.0010,USA,1203 S O Rd #2,Aurora,NE,68818,USA
,Springwater Colony Chicken Barn,2008238,11/13/2025 12:00 PM,,Feed,,Mill (406-632-5512);Office (406-632-4783);Office (406-632-4773),"17 Springwater Lane PO Box 782",Harlowton,MT,59036,USA,"17 Springwater Lane PO Box 782",Harlowton,MT,59036,USA
,Springwater Colony Hog Barn,2008239,11/13/2025 12:00 PM,,Feed,,Office (406-632-5881);Office (406-632-4773);Mill (406-632-5512);Office (406-632-4783),"17 Springwater LanePO Box 782",Harlowton,MT,59036,USA,"17 Springwater LanePO Box 782",Harlowton,MT,59036,USA
,Vir-Clar Grain LLC,2126982,,,Grain,,Office (920-923-2189),N5057 County Road K,Fond du Lac,WI,54937,USA,N5057 County Road K,Fond du Lac,WI,54937,USA
,Cenex Harvest States Marshall Feedlot (CHS) - Midwest Ag,2277672,1/1/2026 12:00 PM,,Feed,,,601 Ontario Road,Marshall,MN,56258,USA,601 Ontario Road,Marshall,MN,56258,USA
,Economy Feed Mill,2324786,1/13/2026 12:00 PM,,Feed,,Office (608-794-2570),,,,,,11879- 12099 County Road V,Glen Haven,WI,53810,USA
,Simplot Baker City,2351017,,,Agronomy-Dry,,,,,,,,2315 Pocahontas Road,Baker City ,OR,97814,USA
,Schuyler Coop,2757289,11/9/2025 12:00 PM,,Agronomy-Dry,,Mobile (402-352-2554),1303 G Street,Schuyler,NE,68661,USA,310 E Front Street,Richland ,NE,68601,USA
,Cal Maine Foods Green Forest,2354895,6/1/2026 12:00 PM,,Feed,,Mill (888-822-2770);Office (870-437-2900),3320 Woodrow Wilson Dr,Jackson,MS,39209,USA,12066 Highway 62 E,Green Forest,AR,72638,USA
,MFA Gerald,2939794,5/24/2026 12:00 PM,,Feed,,Office (573-764-3488),201 Ray Young Drive,Columbia,MO,65201,USA,200 W. Springfield Road,Gerald,MO,63037,USA
,Simplot Opp,2943183,11/22/2025 12:00 PM,,Agronomy-Dry,,,,,,,,1311 Florala Hwy,Opp,AL,36467,USA
,Wakarusa Nutritional Corporate,2943886,,,Feed,,,,,,,,600 S Indiana Ave,Wakarusa,IN,46573,USA
,Oak Lane Colony,2955286,,,Feed,,,,,,,,26730 423rd Ave,Alexandria ,SD,57311,USA
,Simplot Leachville,2839220,4/24/2026 12:00 PM,,Agronomy-Dry,,,,,,,,502 Hwy 77 N Main,Leachville,AR,72438,USA
,Hartog Elevator,1989323,2/13/2026 12:00 PM,,Feed,712-729-3572,Office (712-441-2270);Office (712-729-3359);Mill (712-324-2681),309 East 1st Street,Sanborn,IA,51248,USA,"Feedmill5145 280th Street",Sheldon,IA,51201,USA
,Heartland Cooperative Reinbeck,1989326,9/1/2025 12:00 PM,,Feed,319-788-2511,Office (515-490-5780);Office (800-717-2667);Mill (515-343-5977),107 N Pioneer Road,Reinbeck,IA,50669,USA,107 N Pioneer Road,Reinbeck,IA,50669,USA
,I And S Furrer Farms,1989372,8/4/2025 12:00 PM,,Feed,219-279-2799,Office (219-279-2669),2357 N 600 West,Wolcott,IN,47995,USA,2357 N 600 West,Wolcott,IN,47995,USA
,Riverside Colony,1989556,4/17/2026 12:00 PM,,Feed,605-352-5012,Office (605-352-2425);Mill (605-352-2425),40361 200th Street,Huron,SD,57350,USA,40361 200th Street,Huron,SD,57350,USA
,Warburg Colony,1992643,7/8/2026 12:00 PM,,Feed,,Office (780-898-9798 Frank cell),Box 520,Warburg,AB,T0C 2T0,Canada,Box 520,Warburg,AB,T0C 2T0,Canada
,Tuscarora Processors,2005371,,,Feed,,Office (717-535-5100),35 Oberlin Road,Thompsontown,PA,17094,USA,35 Oberlin Road,Thompsontown,PA,17094,USA
,Springside Colony,2005464,10/30/2025 12:00 PM,,Feed,403-378-4038,Office (403-378-4734),Box 120,Duchess,AB,T0J 0Z0,Canada,Box 120,Duchess,AB,T0J 0Z0,Canada
,Pigcents - Hansen Mill,2005469,10/10/2026 12:00 PM,,Feed,,Office (402-585-4856),57045 861 Rd,Carroll,NE,68723,USA,57018 859 Rd,Wayne,NE,68787,USA
,"A To Z Drying, Inc.",2008119,,,Other,,Office (641-732-5805),1000 Wallace Road,Osage,IA,50461,USA,1000 Wallace Road,Osage,IA,50461,USA
,Nelson Poultry Farms,1989478,9/15/2025 12:00 PM,,Feed,785-776-9407,Mill (785-448-8540);Office (785-776-9401),8530 East Hwy 24,Manhattan,KS,66502,USA,8530 East Hwy 24,Manhattan,KS,66502,USA
,Salsbery Pork Producers,1989571,,,Feed,,Office (765-963-3342);Mill (563-357-1336),1530 W 500 N,Sharpsville,IN,46068,USA,2450 W 550 N,Sharpsville,IN,46068,USA
,Sinke Farms LTD,1989589,10/13/2025 12:00 PM,,Feed,403-329-3841,Home (403-634-8050);Office (403-381-3927),110047 Range Rd 222,Picture Butte,AB,T0K 1V0,Canada,110047 Range Rd 222,Picture Butte,AB,T0K 1V0,Canada
,Rushwood Farms,1989569,5/1/2026 12:00 PM,,Feed,419-673-1934,Office (419-673-9424);Mill (937-935-7528),9800 Township Rd 179,Kenton,OH,43326,USA,9800 Township Rd 179,Kenton,OH,43326,USA
,FCI Parkton,2002921,3/9/2026 12:00 PM,,Agronomy-Dry,,Mill (910-858-2145),,,,,,23837 Highway 71 North,Parkton,NC,28371,USA
,Raley Colony,2153151,,,Feed,,Office (587-370-0298),,,,,,Box 2700,Cardston,AB,T0K 0K0,Canada
,Eagle Builders,2154830,12/1/2025 12:00 PM,,Other,403-885-5516,Office (403-885-5525);Mill (403-357-9543),PO Box 1690,Blackfalds,AB,T0M 0J0,Canada,"27322-17 Twp Rd 394Aspelund Industrial Park",Blackfalds,AB,T0M 0J0,Canada
,Bles Wold Dairy,2158974,,,Feed,,Mobile (403-596-6373),RR #5,Lacombe,AB,T4L 2N5,Canada,RR #5,Lacombe,AB,T4L 2N5,Canada
,United Farmers Cooperative Le Sueur,2509690,8/5/2025 12:00 PM,,Feed,,Mobile (507-276-4114);Office (507-232-5481),"705 E 4th StreetPO Box 461",Winthrop,MN,55396,USA,316 North Main Street,Le Sueur,MN,56058,USA
,Golden Fertilizer Company Limited,2519993,,,Agronomy-Dry,,Office (2348113394472),,,,,,,Lagos,,,Nigeria
,Cal Maine Foods Bushnell,2522422,6/1/2026 12:00 PM,,Feed,,Office (352-303-3927),3320 Woodrow Wilson Drive,Jackson,MS,39209,USA,7095 US 301 S,Bushnell,FL,33513,USA
,Gro Tec,2528456,10/5/2025 12:00 PM,,Agronomy-Dry,,,,,,,,635 Madison Rd,Eatonton,GA,31024,USA
,Quad County Corn Processors,2640838,,,Feed,,,,,,,,6059 159th Street,Galva,IA,51020,USA
,Skyland Grain,2644531,10/23/2025 12:00 PM,,Agronomy-Dry,,Office (620-298-2011),308 S Valley,Cunningham,KS,67035,USA,308 S Valley,Cunningham,KS,67035,USA
,Chaseburg Farmers Coop,2641161,7/30/2025 12:00 PM,,Feed,,Office (608-483-2194),113 Cactus Drive,Chaseburg,WI,54621,USA,113 Cactus Drive,Chaseburg,WI,54621,USA
,New Cooperative Osceola,2970106,,,Agronomy-Dry,,Office (641-342-2139),,,,,,221 Townline Road,Osceola,IA,50213,USA
,Roaring Creek Egg Farms / Scattered Acres Farms,2970108,,,Feed,,Office (570-259-2863),319 Middle Road,Catawissa,PA,17820,USA,319 Middle Road,Catawissa,PA,17820,USA
,Coleridge Grain And Feed LLC,1989153,9/25/2025 12:00 PM,,Feed,,Mill (402-283-4248);Office (402-283-4247),PO Box 126,Coleridge,NE,68727,USA,101 East Cedar Street,Coleridge,NE,68727,USA
,Hostetler Feed Mill,1989355,7/16/2025 12:00 PM,,Feed,,Mill (417-345-7931);Office (417-345-7935),1843 South Ash Street,Buffalo,MO,65622,USA,1843 South Ash Street,Buffalo,MO,65622,USA
,Hillside Colony,1989344,3/21/2026 12:00 PM,,Feed,,Office (406-937-2966);Mill (406-937-2967 ),PO Box 169,Sweetgrass,MT,59484,USA,1880 Loop Rd,Sweet Grass,MT,59484,USA
,Van Boekel Holdings,1992625,12/15/2025 12:00 PM,,Feed,519-462-2283,Office (519-469-9187),846148 Township Rd 9,Innerkip,ON,NOJ 1MO,Canada,846148 Township Rd 9,Innerkip,ON,NOJ 1MO,Canada
,Wallace Pork Systems New Mill,1992641,2/25/2026 12:00 PM,,Feed,574-278-7164,Mill (574-278-7151);Office (574-278-7151),8811 W Cty Road 500 N,Kokomo,IN,46901,USA,7550 S 950 W,Winamac,IN,46996,USA
,Knowledge Base (External),2093417,,,,,,,,,,,,,,,
,Country Partners Coop North Loup,2928871,4/19/2026 12:00 PM,,Agronomy-Liquid,,Office (308-537-7141),,,,,,608 North Rail Road,North Loup,NE,68859,USA
,Westwood Colony,2751136,7/1/2025 12:00 PM,,Feed,,Office (605-448-5077),10332 421st Ave,Britton,SD,57430,USA,10332 421st Ave,Britton,SD,57430,USA
,Bluff Country Feed And Seed,2754410,,,Feed,,Mobile (563-210-9258),158 Martin Street,Mondovi,WI,54755,USA,158 Martin Street,Mondovi,WI,54755,USA
,JRT Focus Farms,2756994,1/26/2026 12:00 PM,,Feed,,,2595 180th Street,Rock Rapids,IA,51246,United States,2588 180th Street,Rock Rapids ,IA,51246,USA
,Hull Cooperative Sheldon Feed Mill,2969356,,,Feed,,Office (712-439-2831),1206 Railroad Street,Hull,IA,51239,USA,105 W 8th Street,Sheldon,IA ,51201,USA
,T And S Crop Services ,2929293,3/28/2026 12:00 PM,,Agronomy-Dry,,,,,,,,,Middleport,NY,,USA
,Nutrien Ag Solutions Bird City,2970056,3/28/2026 12:00 PM,,Agronomy-Liquid,,,,,,,,1302 Road 27,Bird City,KS,67737,USA
,Broad Valley Colony,1989044,,,Feed,,Mill (204-280-0740);Office (204-372-6941);Office (204-372-6992),SE 2-23-1W,Arborg,MB,ROC 0A0,Canada,SE 2-23-1W,Arborg,MB,ROC 0A0,Canada
,Caledonia Farmers Elevator,1989070,9/1/2025 12:00 PM,,Feed,,Office (616-891-4130);Office (616-891-4126);Mobile (616-318-2071),115 Kinsey Ave,Caledonia,MI,49316,USA,240 S Maple,Caledonia,MN,49316,USA
,Chinn Feed,1989118,7/28/2025 12:00 PM,,Feed,660-699-1254,Mill (660-699-3865);Office (660-699-3752),3937 Hwy 151,Clarence,MO,63437,USA,1058 Hwy 36,Clarence,MO,63437,USA
,Cenex Harvest States Dickinson (CHS),1989148,1/1/2026 12:00 PM,,Feed,701-483-0135,Office (701-483-1277);Mill (800-447-9061),4855 GTA Drive,Dickinson,ND,58601,USA,4855 GTA Drive,Dickinson,ND,58601,USA
,Graymont Cooperative Association,1989315,5/13/2026 12:00 PM,,Feed,815-743-5397,Office (815-743-5747),PO Box 98,Graymont,IL,61743,USA,401 Main Street,Graymont,IL,61743,USA
,PDM Steckle Farms,1989513,,,Feed,519-525-3087,Office (519-565-5290),"74209B Bronson LineRR2",Zurich,ON,N0M 2T0,Canada,"74209B Bronson LineRR2",Zurich,ON,N0M 2T0,Canada
,Lupulin Brewing,2026901,,,Brewery,,Office (763-234-5122),,,,,,570 Humboldt Dr #107,Big Lake,MN,55309,USA
,Chandler Feed Company Woodstock,2104888,10/5/2025 12:00 PM,,Feed,,Office (507-777-4131),741 Valley Road,Chandler,MN,56122,USA,530 3rd Ave N,Woodstock,MN,56186,USA
,Opal Foods,2129719,12/20/2025 12:00 PM,,Feed,,Office (417-455-5017),16194 Hwy 59,Neosho,MO,64850,USA,1166 Hardin Road,Iowa Falls,IA,50126,USA
,Remedy Brewing,2160654,,,Brewery,,,,,,,,611 N West Ave,Sioux Falls,SD,57104,USA
,Farmers Union Oil Circle ,2734057,1/27/2026 12:00 PM,,Agronomy-Dry,,Office (406-485-3475),601 A Ave,Circle ,MT,59216,USA,601 A Ave,Circle ,MT,59216,USA
,Fosston Tri Coop,2754277,9/21/2025 12:00 PM,,Agronomy-Dry,,,,,,,,120 S. Johnson Ave,Fosston,MN,56542,USA
,CTS Liquid Feed,2754278,12/15/2025 12:00 PM,,Feed,,Office (308-340-6286),1 Cappel Drive,McCook,NE,69001,USA,1 Cappel Drive,McCook,NE,69001,USA
,Red Willow Colony,2959739,,,Feed,,,20019 474 Ave,White,SD,57276,USA,20019 474 Ave,White,SD,57276,USA
,MFA Macon,2968904,,,Agronomy-Dry,,,201 Ray Young Drive,Columbia,MO,65201,USA,1805 N Missouri Street #A,Macon,MO,63552,USA
,Animix,2958948,,,Feed,,,,,,,,,,,,
,Elite Feed Source Ltd,2010345,1/15/2026 12:00 PM,,Feed,,Mill (902-678-1907);Office (902-678-1907);Mill (902-678-2344),19 Middle Street,Hortonville,NS,B4P 2R3,Canada,510 Bligh Road,Woodville,NS,B0P 1G0,Canada
,Kugler Oil Company,2962901,3/7/2026 12:00 PM,,Agronomy-Liquid,,,,,,,,18681 County Road,Burlington,CO,80807,USA
,Parkview Colony,1989512,,,Feed,,Office (204-967-2010),Box 70,Riding Mountain,MB,R0J 1T0,Canada,Box 70,Riding Mountain,MB,R0J 1T0,Canada
,NexGen Probiotics LLC,2502340,,,Feed,,,,,,,,will move from location to location,,,,
,Simplot Gibson City,2962919,,,Agronomy-Dry,,,,,,,,,,,,
,Cashton Farm Supply Specialties Old Mill (CFS),1989069,3/30/2026 12:00 PM,,Feed,608-654-5696,Mill (608-632-0947);Office (800-822-6671),300 State Hwy 27,Cashton,WI,54619,USA,300 State Hwy 27,Cashton,WI,54619,USA
,Key Ingredients,1989402,,,Feed,608-637-3079,Mill (608-637-3539);Office (608-637-8853);Office (608-637-3539),E6199 Belgium Ridge Road,Viroqua,WI,65665,USA,E6199 Belgium Ridge Road,Viroqua,WI,65665,USA
,Kaylor AgriServices Kaylor,1989394,6/2/2026 12:00 PM,,Feed,605-583-4339,Mill (605-583-4282);Office (605-583-4228),"180 S Main StreetPO Box 66",Kaylor,SD,57354,USA,"180 S Main StreetPO Box 66",Kaylor,SD,57354,USA
,Kaylor AgriServices Parkston,1989510,6/2/2026 12:00 PM,,Feed,,Office (605-928-3354),204 North Depot Street,Parkston,SD,57366,USA,204 North Depot Street,Parkston,SD,57366,USA
,New Mexico State University,2960286,,,Feed,,,,,,,,1780 E University Ave,Las Cruces,NM,88003,USA
,C And R Pork Farms Inc. ,1989066,,,Feed,,Mill (319-631-5599);Office (319-338-9054),4575 500th Street SE,Iowa City,IA,52240,USA,4575 500th Street SE,Iowa City,IA,52240,USA
,Brookfield Pork,1989166,8/8/2025 12:00 PM,,Feed,,Mill (320-298-2462);Office (320-978-6465);Office (320-207-2814),21494 105th St SW,Renville,MN,56284,USA,21494 105th St SW,Renville,MN,56284,USA
,Cooperative Farmers Elevator Rock Valley,1989115,9/1/2025 12:00 PM,,Feed,712-476-5324,Mill (712-476-5321);Office (712-451-6291),"920 Main St, PO Box 69",Ocheyedan,IA,51354,USA,1508 14th Street,Rock Valley,IA,51247,USA
,Cenex Harvest States Corson (CHS),1989142,1/1/2026 12:00 PM,,Feed,605-582-3134,Office (605-582-7551),26027 482nd Ave,Brandon,SD,57005,USA,26027 482nd Ave,Brandon,SD,57005,USA
,Cenex Harvest States Great Falls (CHS),1989143,1/1/2026 12:00 PM,,Feed,406-452-8848,Office (406-453-7646);Mill (800-823-2322),5325 10th Avenue North,Great Falls,MT,59405,USA,5325 10th Avenue North,Great Falls,MT,59405,USA
,Clearfield Colony,1989150,10/12/2025 12:00 PM,,Feed,,Office (605-779-2711),40248  293rd St,Delmont,SD,57330,USA,40248  293rd St,Delmont,SD,57330,USA
,Cenex Harvest States Corsica (CHS),1989262,1/1/2026 12:00 PM,,Feed,605-946-5151,Office (800-333-3565);Office (605-990-7070),145 West 6th Street,Corsica,SD,57328,USA,145 West 6th Street,Corsica,SD,57328,USA
,Old Mill Feeds,1989499,3/9/2026 12:00 PM,,Feed,,Mill (204-353-2006);Office (204-353-2185),324 100 James Valley Road,Elie,MB,R0H 0H0,Canada,324 100 James Valley Road,Elie,MB,R0H 0H0,Canada
,New Cooperative Afton ,1992620,10/11/2025 12:00 PM,,Feed,641-347-5465,Office (641-347-8428),PO Box 19,Afton,IA,50830,USA,196 E Railroad,Afton,IA,50830,USA
,Wintering Hills Colony,1994174,8/13/2025 12:00 PM,,Feed,403-787-2207,Mill (403-325-0471);Office (403-787-2260),Box 66,Hussar,AB,T0J 1S0,Canada,Box 66,Hussar,AB,T0J 1S0,Canada
,Chandler Feed Company Edgerton,2104887,4/25/2026 12:00 PM,,Feed,,Office (507-442-6321),,,,,,130 Klindt Street,Edgerton,MN,56128,USA
,Lakes Area Cooperative Menahga Elevator,2106162,11/15/2025 12:00 PM,,Feed,,Office (218-346-6240),,,,,,14 Birch Ave SE,Menagha,MN,56464,USA
