Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry
"","Valley Feeds Mill","2968186","","","Feed"
"","Valley Hay","2222251","","","Other"
"","Valley Nutrition","1992622","7/29/2026 12:00 PM","","Feed"
"","Valley View Milling LLC","1992624","7/25/2025 12:00 PM","","Feed"
"","Van Boekel Holdings","1992625","12/15/2025 12:00 PM","","Feed"
"","Van Schepdael Farms","2010456","","","Feed"
"","Van Sluys Dairy Solutions","1992626","2/1/2026 12:00 PM","","Cattle"
"","Vanden Dool Farms","1992627","","","Feed"
"","Vaske Hog Farm","1992628","12/13/2025 12:00 PM","","Feed"
"","Vaubel Farms, Inc.","2010458","","","Feed"
"","Veldhuizen Farms","1992630","3/2/2026 12:00 PM","","Feed"
"","Veldkamp Farms","1992632","7/18/2025 12:00 PM","","Feed"
"","Verdesian","2732594","","","Agronomy-Dry"
"","Verkuyl Farms","1992633","9/30/2025 12:00 PM","","Feed"
"","Vermeer Dairy LTD","1992631","1/13/2026 12:00 PM","","Cattle"
"","Viafield","2941244","","","Feed"
"","Viking Colony","1992634","7/31/2025 12:00 PM","","Feed"
"","Vir-Clar Grain LLC","2126982","","","Grain"
"","VitaGold Brands Corporate","2958106","","","Feed"
"","VitaGold Brands Mill 1","2178472","","","Feed"
"","VitaGold Brands Mill 2","1992636","12/15/2025 12:00 PM","","Feed"
"","Vitalix","2785788","12/7/2025 12:00 PM","","Feed"
"","Vontalge Farms","2004358","","","Feed"
"","Wakarusa Nutritional","1992638","7/12/2025 12:00 PM","","Feed"
"","Wakarusa Nutritional Corporate","2943886","","","Feed"
"","Wakarusa Nutritional Stillwell","2943889","10/24/2025 12:00 PM","","Feed"
"","Wallace Pork Systems Corporate","2958104","","","Feed"
"","Wallace Pork Systems New Mill","1992641","2/25/2026 12:00 PM","","Feed"
"","Wallace Pork Systems Old Mill","1992642","2/25/2026 12:00 PM","","Feed"
"","Walnut Hill Feeds","1992640","3/9/2026 12:00 PM","","Feed"
"","Warburg Colony","1992643","7/8/2026 12:00 PM","","Feed"
"","Ward And Van Scoy","1992644","","","Feed"
"","Watje Feed Service Inc. ","1992646","5/5/2026 12:00 PM","","Feed"
"","Waukon Feed Ranch","1992647","5/18/2026 12:00 PM","","Feed"
"","Wayne County Feed ","1992615","5/1/2026 12:00 PM","","Feed"
"","Wedgworth's Inc.","2954756","12/20/2025 12:00 PM","","Agronomy-Dry"
"","Weeks Farms Inc. ","1992648","10/1/2025 12:00 PM","","Feed"
"","Wellman Produce","2849040","5/12/2026 12:00 PM","","Feed"
"","Welsh Family Organic Farm","2324787","1/6/2026 12:00 PM","","Feed"
"","Weltzien Turkey Farms","1992650","10/25/2025 12:00 PM","","Feed"
"","Wen Mar Farms","1992651","6/20/2026 12:00 PM","","Feed"
"","Wenger Feeds Benton","1989416","","","Feed"
"","Wenger Feeds Corporate","2958087","","","Feed"
"","Wenger Feeds Martinsburg","2929360","","","Feed"
"","Wenger Feeds Muncy","2912882","","","Feed"
"","Wenger Feeds Shippensburg","2631025","","","Feed"
"","Wenning Poultry","1992652","9/14/2025 12:00 PM","","Feed"
"","Westcoast Holsteins Ltd.","2010384","6/20/2025 12:00 PM","","Cattle"
"","Westrum Farms","2003026","11/3/2025 12:00 PM","","Feed"
"","Westside Partners ","1989076","3/16/2026 12:00 PM","","Feed"
"","Westwood Colony","2751136","7/1/2025 12:00 PM","","Feed"
"","Wheatland Colony","2795717","","","Feed"
"","White Gold Mills","2350525","","","Feed"
"","White Oak Farms Partnership","2010463","","","Feed"
"","White Rock Colony ","1992654","9/11/2026 12:00 PM","","Feed"
"","Whitemud Farms","2168447","","","Feed"
"","Whitesand Colony","2891515","9/22/2025 12:00 PM","","Feed"
"","Whitewater Milling LLC","1992655","3/12/2026 12:00 PM","","Feed"
"","Whittemore Feeders Supply","1989575","5/23/2026 12:00 PM","","Feed"
"","Wicked Weed Brewing","2188392","","","Brewery"
"","Wilbur Ellis Corporate","2958079","","","Agronomy-Dry And Liquid"
"","Wilbur Ellis Dalhart TX","2785220","8/18/2025 12:00 PM","","Agronomy-Dry"
"","Wilbur Ellis Grand Marsh","2975671","","","Agronomy-Liquid"
"","Wilbur Ellis Moses Lake","2912835","2/23/2026 12:00 PM","","Agronomy-Dry"
"","Wilbur Ellis St. Joe MO","2856209","","","Agronomy-Dry"
"","Wilbur Ellis Woodland CA","2821195","12/4/2025 12:00 PM","","Agronomy-Liquid"
"","Wilcox Family Farms","1992656","6/25/2025 12:00 PM","","Feed"
"","Willamette Egg Farms Canby","1989473","10/19/2025 12:00 PM","","Feed"
"","Willamette Egg Farms Corporate","2958077","","","Feed"
"","Willamette Egg Farms Moses Lake","1989474","12/23/2025 12:00 PM","","Feed"
"","William Langel & Todd Stiefel","2283572","","","Feed"
"","Willow Creek ","1994171","","","Feed"
"","Willow Creek Colony","2573155","1/28/2026 12:00 PM","","Feed"
"","Willow Mills Ltd","2889993","6/12/2026 12:00 PM","","Feed"
"","Wilmar","2106163","","","Agronomy-Dry"
"","WIN Production LLC","2104948","","","Feed"
"","Windmill Farms USA Inc.  CLOSED","1994173","","","Feed"
"","Winfield United Pacific Junction","2829688","","","Feed"
"","Winnifred Colony","2912374","","","Feed"
"","Wintering Hills Colony","1994174","8/13/2025 12:00 PM","","Feed"
"","Wisco Feeds","2975408","","","Feed"
"","Wolf Creek Colony","2223020","5/29/2026 12:00 PM","","Feed"
"","Wolf L And G Farms","1994176","6/19/2026 12:00 PM","","Feed"
"","Woody's Performance Horse Feeds","1994177","6/10/2025 12:00 PM","","Feed"
"","Worden Farms","2955302","8/5/2025 12:00 PM","","Feed"
"","Wortman Farms","2010466","6/16/2025 12:00 PM","","Feed"
"","Wreden Ranch","2341222","","","Cattle"
"","Wykville Farms Limited","2957451","7/16/2025 12:00 PM","","Feed"
"","Yaggies Inc","2978528","","","Grain"
"","Yara","2249871","","","Other"
"","Yara Morehead City","2472804","","","Feed"
"","Yorktown Organic Feed Afton","1994178","11/12/2025 12:00 PM","","Feed"
"","Yorktown Organic Feed Tampico","1994179","7/13/2025 12:00 PM","","Feed"
"","Yorktown Organics Corporate","2958076","","","Feed"
"","Zimmerman Brothers Feed And Grain","2010470","","","Feed"
