Company Name,Customer ID,Address Description,City,Country,Line 1,Line 2,Line 3,State,Zip
"Jefferson Pork","1989385","Billing","Aetna","Canada ","Box 93","","","AB","T0K 1Y0"
"Jennie-O","2008240","Shipping And Billing","Barron","USA","34 N 7th Street","","","WI","54812"
"Jeremiason Farms","2010387","Shipping And Billing","Minneota","USA","1249 340th Avenue","","","MN","56264"
"Johanns Farms","1989386","Shipping And Billing","Osage","USA","3032  380th Street","","","IA","50461"
"John Preussner","2134761","Shipping And Billing","Dundee","USA","1276 160th Street","","","IA","52038"
"John Vehof","1992629","Shipping And Billing","Bright","Canada","RR1","","","ON","N0J 1B0"
"Johnny Pickles Distillery","2644738","Shipping And Billing","Seguin","USA","1711 North Austin Street","","","TX","78155"
"Johnson Pate Pork, Inc. ","1989387","Shipping And Billing","Dekalb","USA","15072 Crego Road","","","IL","60115"
"Jon Helvig","2010372","Shipping And Billing","Truman","USA","1480 200th Street","","","MN","56088"
"Jonco Industries","2672454","Billing","Milwaukee","USA","2800 W Custer Ave","","","WI","53209"
"Jonco Industries","2672454","Shipping","Milwaukee","USA","5611 W Mill Road","","","WI","53218"
"Jordan Farms","1989388","Shipping And Billing","Eaton","USA","654 State Line Road","","","OH","45320"
"JRT Focus Farms","2756994","Billing","Rock Rapids","United States","2595 180th Street","","","IA","51246"
"JRT Focus Farms","2756994","Shipping ","Rock Rapids ","USA","2588 180th Street","","","IA","51246"
"JTH Inc. ","1989389","Shipping And Billing","Ligonier","USA","8117 West 1200 North","","","IN","46767"
"K and L Pork","2010403","Shipping And Billing","Good Thunder","USA","54648 164th Lane","","","MN","56037"
"Kanza Cooperative","2350526","Shipping","Andale","USA","219 Main Street","","","KS","67001"
"Kassik Milling","1989393","Shipping And Billing","Milligan","USA","PO Box 128","","","NE","68046"
"Kaylor AgriServices - Agronomy Plant","2962380","Shipping And Billing","Parkston","USA","1006 S 1st Street","","","SD","57366"
"Kaylor AgriServices Kaylor","1989394","Shipping And Billing","Kaylor","USA","180 S Main Street","PO Box 66","","SD","57354"
"Kaylor AgriServices Parkston","1989510","Shipping And Billing","Parkston","USA","204 North Depot Street","","","SD","57366"
"KBQ, Inc.","2005374","Shipping And Billing","Mountain Lake","USA","38781 570th Avenue","","","MN","56159"
"Keenview Farms LTD","2010404","Shipping And Billing","Dunnville","Canada","1045 Hald-Dunn Townline Road","","","ON","N1A 2W4"
"Keesecker Agri-Business","1989395","Shipping And Billing","Washington","USA","2069 Prairie Road","","","KS","66968"
"Kell Farms","1989397","Shipping And Billing","Gilford","Canada ","5658 Young Street","","","ON","L0L 1R0"
"Keller Grain And Feed","1989399","Shipping And Billing","Greenville","USA","7977 Main Street - Horatio","","","OH","45331"
"Keller Grain And Livestock","1989398","Shipping And Billing","Willow Hill","USA","7031 N 1900 Street","","","IL","62480"
"Kent Feeds","2080503","Shipping","Marshall","USA","2855 W Arrow","","","MO","65940"
"Key Ingredients","1989402","Shipping And Billing","Viroqua","USA","E6199 Belgium Ridge Road","","","WI","65665"
"Keystone Cooperative Corporate","2948810","","","","","","","",""
"Keystone Cooperative Eldorado","2949444","Shipping","Eldorado","USA","150 E Ohio Street","","","OH","45321"
"Keystone Cooperative Fritchton","2965362","","","","","","","",""
"Keystone Cooperative Idaville","2949437","Shipping","Monticello","USA","200 N 950 E","","","IN","47960"
"Keystone Cooperative Mount Summit","2873741","Shipping","New Castle","United States","INC3706 N State Road 3","","","IN","47362"
"Keystone Cooperative Scircleville","2937822","Shipping","Frankfort","USA","16 S Co Rd 1100 E #8323","","","IN","46041"
"Keystone Cooperative Stilesville","2949432","Shipping","Stilesville","USA","10260 E SR 240","","","TN","46180"
"Keystone Cooperative Union Mills","2946448","Shipping","Union Mills","USA","3551 W 800 S","","","IN","46382"
"Keystone Mills Bremen","2981327","","","","","","","",""
"Keystone Mills Corporate","2958630","","","","","","","",""
"Keystone Mills Ephrata","1989403","Shipping And Billing","Ephrata","USA","309 Martindale Road","","","PA","17522"
"Keystone Mills Organic","2943559","Billing","Romulus","USA","1975 State Route 336","","","NY","14541"
"Keystone Mills Organic","2943559","Shipping","Romulus","USA","1775 State Route 336","","","NY","14541"
"Keystone Mills Romulus","1989404","Shipping And Billing","Romulus","USA","1975 Route 336","","","NY","14541"
"Kialla Holdings","2029586","Shipping ","Brisbane","Australia","342 Greenmount-etonvale Rd","","","Queensland","4359"
"Kills Boro Brewing Company","2629133","Shipping","Staten Island","USA","814 Richmond Terrace","","","NY","10301"
"Kingdom Haven Farm Inc","2912886","Shipping And Billing","Edgar","USA","128187 HWY N","","","WI","54426"
"Klaphake Feed Mill Inc. ","1989406","Shipping And Billing","Melrose","USA","36177 County Road 186","","","MN","56352"
"Kleinheksel Farms","2002923","Shipping","Holland","USA","A-5124 138th Ave","","","MI","49423"
"KMAX ","1989391","Shipping","Elma","USA","6949 170th Street","","","IA","50628"
"KMAX ","1989391","Billing","Elma","USA","16259 Fir Avenue","","","IA","50628"
"Knowledge Base (External)","2093417","","","","","","","",""
"Knowledge Base (Internal)","2043211","","","","","","","",""
"KNS - Kentucky Nutrition Services","1989400","Shipping And Billing","Lawrenceburg","USA","110 Railroad Street","","","KY","40342"
"Kohlnhofer Farms Inc. ","1989409","Shipping And Billing","Lake City ","USA","35559 County 45 Blvd","","","MN","55041"
"Korova Feeders","1989160","Billing","Acme","Canada","Box 65","","","AB","T0M 0A0"
"Korova Feeders","1989160","Shipping","Acme","Canada","294044 Range Rd","","","AB","T0M 0A0"
"Koster Farms","1989183","Shipping And Billing","Sterling","USA","3201 W Science Ridge Road","","","IL","61081"
"Kraak Farms","1989411","Shipping","Mount Elgin","Canada","264040 Prouse Road","","","ON","N0J 1N0"
"Kraak Farms","1989411","Billing","Mount Elgin","Canada","344071 Ebenezer Road","","","ON","N0J 1N0"
"Kregels Inc. **CLOSED**","1989412","Shipping And Billing","Garnavillo","USA","24438 Iris Avenue","","","IA","52049"
"Kreher Family Farms Wolcott","2947537","Billing","Clarence","USA","5411 Davison Road","","","NY ","14031"
"Kreher Family Farms Wolcott","2947537","Shipping","Wolcott","USA","6864 Wadsworth Street Road","","","NY","14590"
"Kropf Feeds","1989502","Billing","Buffalo","USA","34 Kelly Road","","","MO","65622"
"Kropf Feeds","1989502","Shipping ","Buffalo","USA","19 Prairie Lane","","","MO","65622"
"Kugler Oil Company","2962901","Shipping","Burlington","USA","18681 County Road","","","CO","80807"
"Kuntz By-Products","2039439","Billing","Chenoah","USA","25055 E 3100 N Road","","","IL","61726"
"Kuntz By-Products","2039439","Shipping","Chenoah","USA","31258 N 2550 East Road","","","IL","61726"
"Kuntz By-Products OLD MILL ","1989413","Billing","Chenoah","USA","25055 E 3100 N Road","","","IL","61726"
"Kuntz By-Products OLD MILL ","1989413","Shipping","Chenoah","USA","31258 N 2550 East Road","","","IL","61726"
"Kurzweil Brothers","1989414","Shipping And Billing","Harrisonville","USA","30214 South Side Route TT","","","MO","64701"
"Lac Qui Parle Coop","2735311","Shipping And Billing","Dawson","USA","1324 Highway 212","","","MN","56232"
"Laidig Farms","1989418","Billing","Bremen","USA","13352 Riley Road","","","IN","46506"
"Laidig Farms","1989418","Shipping","Wakarusa","USA","12951 Riley","","","IN","46573"
"Lakes Area Cooperative Menahga Elevator","2106162","Shipping","Menagha","USA","14 Birch Ave SE","","","MN","56464"
"Lakeside Feed And Poultry","1989420","Shipping And Billing","Ravenden Springs","USA","2164 Hamil Road","","","AR","72460"
"Lakeside Organics","2277188","Shipping","Ravenden Springs","USA","2164 Hamil Road","","","AR","72460"
"Lakeview Hutterian Brethren Inc. ","1989421","Shipping And Billing","Lake Andes","USA","28748 386th Ave","","","SD","57356-6730"
"Land O' Lakes - Purina - Pro Pet","2010411","Shipping And Billing","Owatonna","USA","800 24th Ave NW","","","MN","55060"
"Land-Grant Brewing","2509556","Shipping","Columbus","USA","424 W Town Street","","","OH","43215"
"Landus Coop Mitchellville","2750496","Shipping","Mitchellville","USA","10899 NE 70th Ave","","","IA","50169"
"Landus Coop Mitchellville","2750496","Billing","Ames","USA","2321 N Loop Drive","","","IA","50010"
"Lanehaven Farms","1989422","Shipping And Billing","Waterloo","USA","7502 Hammond Ave","","","IA","62803"
"Latremore Farms","2970416","Shipping","Chazy","USA","175 McBride Road","","","NY","12921"
"Lauritsen Cattle Company","2848160","Shipping","Exira","USA","3015 Hwy 71","","","IA","50076"
"LD Carlson","2002922","Shipping","Kent","USA","463 Portage Blvd","","","OH","44240"
"Ledge Farms","2010412","Shipping And Billing","Basom","USA","7495 Maple Street","","","NY","14013"
"Ledger Swine Farm","1989423","Shipping And Billing","Williamsburg","USA","2637 P Avenue","","","IA","52361"
"Legacy Ag","2352782","Shipping","Ashley","USA","305 East Rosevelt Road","","","MI","48806"
"Legacy Ag","2352782","Billing","Perrinton","USA","PO Box 85","","","MI","48871"
"Legacy Coop Mirage Flats","2218533","Shipping","Hay Springs","USA","4496 State Highway 87","","","NE","69347"
"Legacy Coop Mirage Flats","2218533","Billing","Hemingford","USA","1012 Laramie","","","NE","69348"
"Legacy Coop Torrington","2354976","Shipping","Torrington","USA","4739 W State Hwy 156","","","WY","82240"
"Lehe Farms","1989424","Shipping And Billing","Brookston","USA","2536 East 1100 Street","","","IN","47923"
"Leonard Pork","1989426","Shipping ","St Peter","USA","RR 1 Box 151","","","MN","56082"
"Leonard Pork","1989426","Billing","St Peter","USA","41232 Fort Road","","","MN","56082"
"Lester Feed And Grain","1989427","Shipping And Billing","Lester","USA","206 Clinton Street","PO Box 120","","IA","51242"
"Lewis Farms","2277600","Shipping","Spruce Grove","Canada","27115A Township Road 524","","","AB","T7X 3M9"
"Lewis Pork Farm","1989428","Shipping And Billing","Greenfield","USA","9342 East US Highway 40","","","IN","46140"
"Lily Creek Farms","1989430","Shipping And Billing","Welcome","USA","1454 150th Street","","","MN","56181"
"Lincolnland Agri-Energy ","2735307","Shipping ","Palestine","USA","10406 N 1725th Street","","","IL","62451"
"Liphatech Inc. ","1989431","Shipping And Billing","Milwaukee","USA","3600 West Elm Street","","","WI","53209"
"Liquid Products LLC","2662495","Billing","Waterloo","USA","631 Waterloo Geneva Road","","","NY","13165"
"Liquid Products LLC","2662495","Shipping","Cohocton","USA","16 Wilcox Street","","","NY","14826"
"Lismore Colony","1989432","Shipping And Billing","Clinton","USA","80391 County Road 60","","","MN","56225"
"Little Bow Colony","2002301","Shipping And Billing","Vulcan","Canada","Box 1587","","","AB","T0L 2B0"
"Litwiller Ridge MILL CLOSED","1989433","Shipping And Billing","Parnell","USA","3102 305th Street","","","IA","52325"
"Loe Farms","2188374","Shipping And Billing","Cottonwood","USA","3981 Hwy 23","","","MN","56229"
"Logboat Brewing Co.","2130601","Shipping","Columbia","USA","504 Fay Street","","","MO","65201"
"Long And Hufford","1989434","Shipping And Billing","Rossville","USA","8434 N 750 W","","","IN","46065"
"Lord Hobo Brewing","2152125","Shipping","Woburn","USA","5 Draper Street","","","MA","01801"
"Loring Colony","2573171","Shipping And Billing","Loring","USA","6888 Turner Cutacross Road","","","MT","59537"
"Lost Tavern Brewing","2618880","Shipping","Hellertown","USA","782 Main Street","","","PA","18055"
"Louisiana State University","2342354","Billing","Baton Rouge","USA","110 Thomas Rd","","","LA","70807"
"Lowe's Pellet And Grain","2210099","Shipping","Greensburg","USA","2372 W. State Rd. 46","","","IN","47240"
"Lower Farms","1989435","Shipping And Billing","Lanark","USA","24102 Cyclone Road","","","IL","61046"
"LSC Environmental Products ","2969528","Shipping","Lenoir","USA","811 Price Place","","","NC","28645"
"Lupulin Brewing","2026901","Shipping","Big Lake","USA","570 Humboldt Dr #107","","","MN","55309"
"Luyks Farms","1989436","Shipping And Billing","Port Stanley","Canada","35682 Scotch Line","","","ON","N5L 1J1"
"M and M Service Company","2961645","Shipping","Girard","USA","147 E Madison","","","IL","62640"
"Macik Family Farms","2974763","Shipping And Billing","Hector","USA","44291 Kandi-Renville Line Road","","","MN","55342"
"Mae-Mart Farms **CLOSED**","1989438","Shipping","Waterford","Canada","Concesstion 8 Fire Number 1834  RR4","","","ON","NOE 1YO"
"Mae-Mart Farms **CLOSED**","1989438","Billing","Hickson","Canada","McQuipment Ltd","596210 Hwy 59","Attn: Bruce Bell","ON","N0J 1L0"
"Magna Manufacturing","2632781","Shipping","Ft. Walton Beach","32549","PO Box 279","","","FL","32549"
"Magna Manufacturing","2632781","Shipping","Ft. Walton Beach","USA","85 Hill Ave","","","FL","32548"
"Maize-N-Bacon Inc.","2010413","Shipping And Billing","Sauk City","USA","E 10761 River Road","","","WI","53583-9662"
"Majestic Milling","1989439","Shipping","Exeter","USA","13164 FR 1005","","","MO","65647"
"Majestic Milling","1989439","Billing","Cassville","USA","PO Box 280","","","MO","65625"
"Majestic Milling Corporate","2958627","","","","","","","",""
"Majestic Milling Extruder Facility","2849971","Shipping","Aurora","USA","16 West Mill St","","","MO","65605"
"Majestic Milling Extruder Facility","2849971","Billing","Cassville","USA","PO Box 280","","","MO","65625"
"Maloney Cattle Company","2472801","Shipping And Billing","Ridgway","USA","11000 Maloney Rd","","","IL","62979"
"Maple River Colony","1989440","Shipping And Billing","Fullerton","USA","9262 - 93rd Ave SE","","","ND","58441"
"MapNap Farms","2010414","Shipping And Billing","Batesville","USA","4816 E Co Road 1250 N","","","IN","47006"
"Maria Stein Grain Company","1989442","Shipping And Billing","Maria Stein","USA","8010 State Rt 119","","","OH","45860"
"Mark Hershey Farms","2947623","Shipping And Billing","Lebanon","USA","479 Horseshoe Pike","","","PA","17042"
"Marlo Macik","2841071","","Hector","USA","19830 Kandi Renville Line SE","","","MN","55342"
"Mars Horsecare Us Inc.","2943920","Shipping","Dalton","USA","330 E Schultz Ave","","","OH","44618"
"Martig Farms Inc. ","1989443","Shipping And Billing","Beloit","USA","10210 ST RT 534","","","OH","44609"
"Martins Dairy","2816832","Shipping And Billing","Modesto","USA","3319 North Gates Road","","","CA","95358"
"Maschhoff Carlyle","1989444","Shipping And Billing","Carlyle","USA","7475 State Route 127","","","IL","62231"
"Maschhoff Corporate","1989446","Shipping And Billing","Carlyle","USA","7475 State Route 127","","","IL","62231"
"Maschhoff Gothenburg","2010558","Shipping ","Gothenburg","USA","315 West 4th Street","","","NE","69138"
"Maschhoff Gothenburg","2010558","Billing","Carlyle","USA","7475 State Rt. 127","","","IL","62231"
"Maschhoff Griggsville","1989445","Shipping And Billing","Griggsville","USA","29074 Highway 107","","","IL","62340"
"Mast Landing Brewing","2609639","Shipping","Westbrook","United States","600 Saco St","","","ME","04092"
"Master Plant","2218488","Shipping","Brampton","Canada","314 Orenda Road","","","ON","L6T 1G1"
"Matawan Grain","1989437","Shipping And Billing","New Richland","USA","20820 Matawan Ave","","","MN","56072-3325"
"Matt Richards","2350397","Shipping","Lacombe County","Canada","#64-27211 Hwy 12","","","AB","T4L 0E3"
"Matthews Feed And Grain","2374976","Shipping","Matthews","USA","928 Massachusetts Ave","","","IN","46957"
"Mayafert ","2218368","Shipping And Billing","Guatemala City","Guatemala","13 Calle 3 - 40 Zona 10","","","Guatemala",""
"Mayfield Colony","1989448","Shipping And Billing","Willow Lake","USA","43188 Mayfield Road","","","SD","57278"
"Mayo Fertilizer","2928862","Shipping","Lake City","USA","","","","FL",""
"McConnell Family Farms","2748850","Shipping","Armstrong","USA","1291 560th Ave","","","IA","50514"
"McEndaffer Cattle Company","2209336","Shipping","Merino","USA","13681 Co Rd 12","","","CO","80741"
"McFleeg Feeds, Inc. ","1989450","Shipping","Watertown","USA","201 Pheasant Ridge Drive","","","SD","57201"
"McLellan Industries LTD","2005457","Billing ","Palmerston","Canada","PO Box 423","","","ON","N0G 2P0"
"McLellan Industries LTD","2005457","Shipping","Palmerton","Canada","340 Minto Road","","","ON","N0G 2P0"
"MD Farm Supplies LLC","1989451","Shipping And Billing","Hamilton","USA","4055 134th Avenue","","","MI","49419"
"Meadow Lane Colony Loma MT","2257226","Shipping","Loma","USA","800 Stevens Road","","","MT","59460"
"Meadow Lane Colony Rosser MB","2957462","Shipping And Billing","Rosser","Canada","Box 68","","","MB","R0H 1E0"
"Melrose Feed Mill","1989452","Shipping And Billing","Melrose","USA","224 Turkey Lane ","Box 201","","MN","56352-8175"
"Melvin J Huber","2962257","Shipping And Billing","Elizabethtown","USA","457 Cold Springs Road","","","PA","17022"
"Mercer Landmark Inc","2856770","Shipping","Coldwater","USA","3911 Burkettsville-Saint Henry Road","","","OH","45828"
"Meyer Farms","1989029","Shipping And Billing","Round Lake","USA","73537 365 St","","","MN","56167"
"MFA Aurora","2841066","Shipping","Aurora","USA","303 W Olive St","","","MO","65605"
"MFA Aurora","2841066","Billing","Columbia","USA","201 Ray Young Drive","","","MO","65201"
"MFA Corporate","2923089","","","","","","","",""
"MFA Emporia","2874312","Billing","Columbia","USA","201 Ray Young Drive","","","MO","65201"
"MFA Emporia","2874312","Shipping","Emporia","USA","302 Oak Street","","","KS","66801-4271"
"MFA Gerald","2939794","Shipping","Gerald","USA","200 W. Springfield Road","","","MO","63037"
"MFA Gerald","2939794","Billing","Columbia","USA","201 Ray Young Drive","","","MO","65201"
"MFA Kirksville","2619004","Shipping And Billing","Kirksville","USA","310 W Potter Ave","","","MO","63501"
"MFA Lebanon","2952410","Shipping","Lebanon","USA","285 W. Pierce Street","","","MO","65536"
"MFA Lebanon","2952410","Billing","Columbia","USA","201 Ray Young Drive","","","MO","65201"
"MFA Macon","2968904","Shipping","Macon","USA","1805 N Missouri Street #A","","","MO","63552"
"MFA Macon","2968904","Billing","Columbia","USA","201 Ray Young Drive","","","MO","65201"
"MFA Mexico","2619013","Shipping","Mexico","USA","2818 East Liberty Street","","","MO","65265"
"MFA Mexico","2619013","Billing","Kirksville","USA","310 W Potter Ave","","","MO","63501"
"MFA St. Joseph","2946279","Shipping","St. Joseph","USA","429 Cherokee Street","","","MO","64504"
"MFA St. Joseph","2946279","Billing","Columbia","USA","204 Ray Young Drive","","","MO","65201"
"Michael Foods Bloomfield","2968945","Shipping","Bloomfield","USA","54080 Highway 84","","","NE","68718"
"Michael Foods Corporate","2958623","","","","","","","",""
"Michael Foods Gaylord","2895126","Shipping","Gaylord","USA","340 Tower Street","","","MN","55334"
"Michael Foods Le Sueur","2712988","Shipping And Billing","Le Sueur","USA","34187 County Road 20","","","MN","56058"
"Michael Stamer Farms","2840451","Shipping And Billing","Willmar","USA","13259 15th Street SW","","","MN","56201"
"Mid Iowa Coop Cedar Falls","2522111","Shipping And Billing","Cedar Falls","USA","1520 Rail Way","","","IA","50613"
"Mid Iowa Coop Corporate","2958620","","","","","","","",""
"Mid Iowa Milling Corporate","2958619","","","","","","","",""
"Mid Iowa Milling Jesup","1989242","Billing","Conrad","USA","PO Box 160","","","IA","50621"
"Mid Iowa Milling Jesup","1989242","Shipping ","Jesup","USA","661 Douglas Street","","","IA","50648"
"Mid Iowa Milling New Mill","2004268","Shipping And Billing","Earlville","USA","2998 197th Street","","","IA","52041"
"Mid Iowa Milling Old Mill","1989408","Shipping And Billing","Earlville","USA","2998 197th Street","","","IA","52041"
"Mid Kansas Coop","2929298","Shipping","Chanute","USA","1971 S Country Club Rd","","","KS","66720"
"Mid South Milling","1989350","Shipping ","Fort Smith","USA","1717 Ballman Road","","","AR","72901"
"Mid South Milling","1989350","Billing","Memphis","USA","710 Oakleaf Office Lane","","","TN","38117"
"Mid State Milling Buckeye","1989455","Shipping","Buckeye","USA","201 Ellsworth Ave","","","IA","50043"
"Mid State Milling Buckeye","1989455","Billing","State Center","USA","PO Box 571","","","IA","50247"
"Mid State Milling Corporate","2958166","","","","","","","",""
"Mid State Milling State Center","2029543","Shipping And Billing","State Center","USA","408 3rd Street","","","IA","50247"
"Mid-County Coop","2477044","Shipping","Cologne","USA","700 West Lake Street","","","MN","55322"
"Mid-County Coop","2477044","Billing","Cologne","USA","PO Box 177","","","MN","55322"
"Mid-GA Farm Services","2495899","Shipping And Billing","Montezuma","USA","1799 Mennonite Church Road","","","GA","31063"
"Midland Colony","2748703","Shipping","Purple Springs","Canada","Range Rd 151","","","AB","T0K 1X0"
"Midway Colony","1989459","Billing","Conrad","USA","PO Box 582","","","MT","59425"
"Midway Colony","1989459","Shipping","Conrad","USA","6049 Healy Spring Road","","","MT","59425"
"Midway Coop","2927785","Shipping And Billing","Osborne","USA","210 Harrison Street","","","KS","67473"
"Midwest Agricultural Co. Ltd","2379909","Shipping","Standard","Canada","Box 190","","","AB","T0J 3G0"
"Midwest Farms Burlington","1989457","Shipping And Billing","Burlington","USA","870 Cherokee Street","PO Box 86","","CO","80807"
"Midwest Farms Corporate","2958164","","","","","","","",""
"Midwest Farms Onalaska","1989456","Shipping And Billing","Onalaska","USA","2700 Midwest Drive","","","WI","54650-8764"
"Midwest Organics","2472143","Shipping","Sedalia","USA","16929 HWY EE","","","MO","65301"
"Midwest Organics","2472143","Billing","Sedalia","","16929 HWY EE","","","MO","65301"
"Midwest Organics - Conventional Feed ","2942741","Shipping And Billing","Sedalia","USA","16929 Highway EE","","","MO","65301"
"Midwest Organics Corporate","2958163","","","","","","","",""
"Midwest Poultry Services Bryan","2640454","Shipping","Bryan","USA","14374 E State Hwy 21","","","TX","77808"
"Midwest Poultry Services North Manchester","2970710","Shipping","North Manchester","USA","800 Wabash Road","","","IN","46962"
"Miedema Dairy Farm LLC","2160628","Shipping","Pulaski","USA","4445 County Road C","","","WI","54162"
"Mighty Squirrel Brewery","2108376","Shipping","Waltham","USA","411 Waverley Oaks Rd","","","MA","02452"
"Mike Hopkins","1989353","Shipping And Billing","Havelock","USA","18551 470th St","","","IA","50546"
"Milford Colony Raymond","1989462","Shipping And Billing","Raymond","Canada","Box 244","","","AB","T0K 2S0"
"Milford Colony Wolf Creek Chicken Feed Mill","1989464","Shipping And Billing","Wolf Creek","USA","9605 Hwy 287","","","MT","59648"
"Milford Colony Wolf Creek Hog Feed Mill","1989463","Shipping And Billing","Wolf Creek","USA","9605 Hwy 287","","","MT","59648"
"Miller Colony Chicken Mill","1989466","Shipping And Billing","Choteau","USA","5130 Hwy 89","","","MT","59422"
"Miller Colony Hog Mill","1989465","Shipping And Billing","Choteau","USA","5130 Hwy 89","","","MT","59422"
"Millerdale Colony","2324783","Shipping And Billing","Miller","USA","35350 206th Street","","","SD","57362"
"Miltow Farming Co LTD","1989468","Shipping And Billing","Warner","Canada","Box 68","","","AB","T0K 2S0"
"Minnesota Concrete Products","2609863","Shipping And Billing","Sauk Rapids","USA","905 35th Ave NE","","","MN","56379"
"Miramichi Feeds Inc. ","1989469","Shipping And Billing","New Brunswick","Canada","145 Dan Cripps Street","Chatham Industrial Park","","NS","E1N 3A5"
"Mission Dairy Hereford","2337482","Shipping","Hereford","USA","3850 CR21","","","TX","79045"
"MKE Brewing","2045229","Shipping","Milwaukee","USA","1128 N 9th St","","","WI","53233"
"Monier Pork Farms","2010431","Billing","Princeton","USA","23299 1480 No Ave","","","IL","61356"
"Monier Pork Farms","2010431","Shipping","Ohio","USA","23228 2600N Avenue","","","IL","61349"
"Montana Flour And Grains, Inc.","2912901","Billing","Fort Benton","USA","PO Box","","","MT","59442"
"Montana Flour And Grains, Inc.","2912901","Shipping","Fort Benton","USA","225 State Hwy 223","","","MT","59442"
"More Than Just Feed  Ponoka","1989492","Shipping","Ponoka","Canada","6015  49A Street","","","AB","T4J 1E1"
"More Than Just Feed  Ponoka","1989492","Billing","Strathmore","Canada","126 E Canal Garden","","","AB","T1P 0A9"
"More Than Just Feed Corporate","1989495","Shipping And Billing","Strathmore","Canada","126 E Canal Garden","","","AB","T1P 1Y4"
"More Than Just Feed Granum","1989491","Shipping","Lethbridge","Canada","322 33 Street N","","","AB","T1H OC6"
"More Than Just Feed Granum","1989491","Billing","Strathmore","Canada","126 E Canal Garden","","","AB","T1P 0A9"
"More Than Just Feed Red Deer","1986513","Shipping And Billing","Red Deer","Canada","Site 1, 71 Queensland Crescent","","","AB","T4N 5E1"
"More Than Just Feed St. Malo","2351082","Shipping","St. Malo","Canada","20037 Friesen Road 25 E","SW 17-4-5E","","MB","R0A 1T0"
"More Than Just Feed St. Malo","2351082","Billing","Strathmore","Canada","126 E Canal Garden","","","AB","T1P 1Y4"
"Morning Fresh Farms ","1989155","Shipping ","Fort Lupton","USA","19166 Colorado Highway #52","","","CO","80621"
"Morning Fresh Farms ","1989155","Billing","Platteville","USA","15121 Co Rd 32","","","CO","80651"
"Morrison Custom Feeds","1989471","Shipping And Billing","Barnet","USA","28 Creamery Lane","PO Box 149","","VT","05821"
"Morsan Farms LTD","1989472","Billing","Lacombe","Canada","64 27211 Hwy 12","","","AB",""
"Morsan Farms LTD","1989472","Shipping","Ponoka","Canada","Box 5, Site 15, RR#1","","","AB","T4J 1R1"
"Moss Farms","1989475","Shipping And Billing","Burnettsville","USA","11524 E 900 N","","","IN","47926"
"Mott Equity Exchange","2975046","Shipping And Billing","Mott","USA","515 ND-8","","","ND","58646"
"Mountain Prairie LLC","2010432","Shipping","Las Animas","USA","25301 Hwy 101","","","CO","81054"
"Mountain Prairie LLC","2010432","Billing","Las Animas","USA","300 5th Street Unit 1","","","CO","81054"
"Mountain West Ag Services #1 OLD","1989476","Shipping And Billing","Garneill","USA","23375 US Hwy 191","","","MT","59453"
"Mountain West Ag Services #2 NEW","2209114","Shipping And Billing","Garneill","USA","23375 US Hwy 191","","","MT","59453"
"Mountain West Ag Services Corporate","2958162","","","","","","","",""
"MRK Inc.","2911935","Shipping","Lexington ","USA","606 E. Prospect Road","","","NE","68860"
"Mueller Feed LLC.","1989380","Billing","Sibley","USA","746 East 1300 North Road","","","IL","61773"
"Mueller Feed LLC.","1989380","Shipping ","Sibley","USA","580 E 1400 North Road","","","IL","61773"
"Munson Feeds","1989470","Billing","Melrose","USA","PO Box 184","","","MN","56352"
"Munson Feeds","1989470","Shipping ","Melrose","USA","118 North 3rd Avenue West","","","MN","56352"
"Murray Lake Colony","2969503","","","","","","","",""
"National Canners Limited","2337386","Shipping And Billing","Arima","West Indies","PO Box 399","Churchill Roosevelt Hwy","","Trinidad",""
"National Pipe And Plastics","2975037","Shipping","Endicott","USA","192 Latourette Lane","","","NY","13760"
"Nature Farm","1989477","Shipping And Billing","Burley","USA","134 E Highway 81","","","ID","83318"
"Nature Feed Centre","2206988","Shipping","Burgessville","Canada","593797 Hwy 59","","","ON","N0J 1C0"
"Nelson Poultry Farms","1989478","Shipping And Billing","Manhattan","USA","8530 East Hwy 24","","","KS","66502"
"Nelson Tubs LLC","2077457","Shipping","Dassel","USA","961 First St N","","","MN","55325"
"Nelson Tubs LLC","2077457","Billing","Dassel","USA","961 First St N","","","MN","55325"
"Nemo Feed","1989479","Shipping And Billing","Baring","USA","50726 State Highway 15","","","MO","63531"
"Neudorf Colony Farming Co. LTD","1989480","Shipping And Billing","Crossfield","Canada","RR 1","","","AB","TOM OSO"
"Nevin Horning","2495433","Shipping And Billing","Arbela","USA","28182 State Route N","","","MO","63432"
"New Cooperative Afton ","1992620","Shipping","Afton","USA","196 E Railroad","","","IA","50830"
"New Cooperative Afton ","1992620","Billing","Afton","USA","PO Box 19","","","IA","50830"
"New Cooperative Diagonal (UFC) - CLOSED","1992618","Billing","Afton","USA","PO Box 19","","","IA","50830"
"New Cooperative Diagonal (UFC) - CLOSED","1992618","Shipping","Diagonal","USA","317 Broadway","PO Box 50","","IA","50845"
"New Cooperative Osceola","2970106","Shipping","Osceola","USA","221 Townline Road","","","IA","50213"
"New Cooperative Red Oak - CLOSED","1992619","Shipping And Billing","Red Oak ","USA","203 West Oak","","","IA","51566"
"New Elm Springs Colony","1989482","Shipping And Billing","Ethan","USA","41844 269th Street","","","SD","57334"
"New Fashion Pork","2953636","Shipping","Estherville","USA","1816 IA Hwy 4 South","","","IA",""
